,id,original,story_main_num,story_sub_num,koma,who,inner,speaker,what,wakati,emotion,kakimoji,self_anotated,alter_emotion,wakati_sp
67,0,False,0,0,0,B,False,B,Aくんって留処なくクールね,A くん って 留処なく クール ね,ニュートラル,False,False,,a くん って 留 処 なく クール ね
68,0,False,0,0,0,B,False,B,Aくんって引きも切らずクールね,A くん って 引きも切らず クール ね,ニュートラル,False,False,,a くん って 引き も 切ら ず クール ね
69,0,False,0,0,0,B,False,B,Aくんって大抵クールね,A くん って 大抵 クール ね,ニュートラル,False,False,,a くん って 大抵 クール ね
70,0,False,0,0,0,B,False,B,Aくんって常にクールね,A くん って 常に クール ね,ニュートラル,False,False,,a くん って 常に クール ね
71,1,False,0,0,0,A,False,A,じつはかなあ,じつは か なあ,ニュートラル,False,False,,じつは かなあ
72,1,False,0,0,0,A,False,A,至りてかなあ,至りて か なあ,ニュートラル,False,False,,至 り て かなあ
73,1,False,0,0,0,A,False,A,神以てかなあ,神以て か なあ,ニュートラル,False,False,,神 以 て かなあ
74,1,False,0,0,0,A,False,A,すこぶるかなあ,すこぶる か なあ,ニュートラル,False,False,,すこぶる かなあ
75,1,False,0,0,0,A,False,A,根っからかなあ,根っから か なあ,ニュートラル,False,False,,根 っ から かなあ
76,1,False,0,0,0,A,False,A,根からかなあ,根から か なあ,ニュートラル,False,False,,根 から かなあ
77,1,False,0,0,0,A,False,A,そのじつかなあ,そのじつ か なあ,ニュートラル,False,False,,その じ つ かなあ
78,1,False,0,0,0,A,False,A,事実かなあ,事実 か なあ,ニュートラル,False,False,,事実 かなあ
79,1,False,0,0,0,A,False,A,然許りかなあ,然許り か なあ,ニュートラル,False,False,,然 許 り かなあ
80,1,False,0,0,0,A,False,A,ひっしとかなあ,ひっしと か なあ,ニュートラル,False,False,,ひっ し とか なあ
81,1,False,0,0,0,A,False,A,思い切りかなあ,思い切り か なあ,ニュートラル,False,False,,思い切り かなあ
82,1,False,0,0,0,A,False,A,極めてかなあ,極めて か なあ,ニュートラル,False,False,,極めて かなあ
83,1,False,0,0,0,A,False,A,其の実かなあ,其の実 か なあ,ニュートラル,False,False,,其 の実 かなあ
84,1,False,0,0,0,A,False,A,其はかなあ,其は か なあ,ニュートラル,False,False,,其 は かなあ
85,1,False,0,0,0,A,False,A,めっきりかなあ,めっきり か なあ,ニュートラル,False,False,,め っきり かなあ
86,1,False,0,0,0,A,False,A,迚もかなあ,迚も か なあ,ニュートラル,False,False,,迚 も かなあ
87,1,False,0,0,0,A,False,A,本にかなあ,本に か なあ,ニュートラル,False,False,,本 に かなあ
88,1,False,0,0,0,A,False,A,たいへんかなあ,たいへん か なあ,ニュートラル,False,False,,たいへん かなあ
89,1,False,0,0,0,A,False,A,甚だかなあ,甚だ か なあ,ニュートラル,False,False,,甚 だ かなあ
90,1,False,0,0,0,A,False,A,悉皆かなあ,悉皆 か なあ,ニュートラル,False,False,,悉 皆 かなあ
91,1,False,0,0,0,A,False,A,おもいきりかなあ,おもいきり か なあ,ニュートラル,False,False,,おもい きり かなあ
92,1,False,0,0,0,A,False,A,熟かなあ,熟 か なあ,ニュートラル,False,False,,熟 かなあ
93,1,False,0,0,0,A,False,A,いとかなあ,いと か なあ,ニュートラル,False,False,,いと かなあ
94,1,False,0,0,0,A,False,A,はたしてかなあ,はたして か なあ,ニュートラル,False,False,,は た して かなあ
95,1,False,0,0,0,A,False,A,其は其はかなあ,其は其は か なあ,ニュートラル,False,False,,其 は 其 は かなあ
96,1,False,0,0,0,A,False,A,ほんにかなあ,ほんに か なあ,ニュートラル,False,False,,ほん に かなあ
97,1,False,0,0,0,A,False,A,在り在りかなあ,在り在り か なあ,ニュートラル,False,False,,在 り 在 り かなあ
98,1,False,0,0,0,A,False,A,重々かなあ,重々 か なあ,ニュートラル,False,False,,重 々 かなあ
99,1,False,0,0,0,A,False,A,世にもかなあ,世にも か なあ,ニュートラル,False,False,,世 にも かなあ
100,1,False,0,0,0,A,False,A,実に実にかなあ,実に実に か なあ,ニュートラル,False,False,,実に 実に かなあ
101,1,True,0,0,0,A,False,A,そうかなあ,そう か なあ,ニュートラル,False,False,,そう かなあ
102,1,False,0,0,0,A,False,A,斯うしてかなあ,斯うして か なあ,ニュートラル,False,False,,斯 う して かなあ
103,1,False,0,0,0,A,False,A,斯うかなあ,斯う か なあ,ニュートラル,False,False,,斯 う かなあ
104,1,False,0,0,0,A,False,A,かくかなあ,かく か なあ,ニュートラル,False,False,,かく かなあ
105,1,False,0,0,0,A,False,A,斯くかなあ,斯く か なあ,ニュートラル,False,False,,斯 く かなあ
106,1,False,0,0,0,A,False,A,然かなあ,然 か なあ,ニュートラル,False,False,,然 かなあ
107,1,False,0,0,0,A,False,A,こうしてかなあ,こうして か なあ,ニュートラル,False,False,,こうして かなあ
108,1,False,0,0,0,A,False,A,爾くかなあ,爾く か なあ,ニュートラル,False,False,,爾 く かなあ
109,1,False,0,0,0,A,False,A,然くかなあ,然く か なあ,ニュートラル,False,False,,然 く かなあ
110,1,False,0,0,0,A,False,A,爾かなあ,爾 か なあ,ニュートラル,False,False,,爾 かなあ
111,1,False,0,0,0,A,False,A,そないかなあ,そない か なあ,ニュートラル,False,False,,そ ない かなあ
112,1,False,0,0,0,A,False,A,然もかなあ,然も か なあ,ニュートラル,False,False,,然 も かなあ
113,1,False,0,0,0,A,False,A,あれ程かなあ,あれ程 か なあ,ニュートラル,False,False,,あれ 程 かなあ
114,1,False,0,0,0,A,False,A,そのようにかなあ,そのように か なあ,ニュートラル,False,False,,その ように かなあ
115,1,False,0,0,0,A,False,A,そういうふうにかなあ,そういうふうに か なあ,ニュートラル,False,False,,そういう ふう に かなあ
116,1,False,0,0,0,A,False,A,かくもかなあ,かくも か なあ,ニュートラル,False,False,,かく も かなあ
117,1,False,0,0,0,A,False,A,かほどかなあ,かほど か なあ,ニュートラル,False,False,,か ほど かなあ
118,1,False,0,0,0,A,False,A,ずんとかなあ,ずんと か なあ,ニュートラル,False,False,,ずん とか なあ
119,1,False,0,0,0,A,False,A,大きにかなあ,大きに か なあ,ニュートラル,False,False,,大 き に かなあ
120,1,False,0,0,0,A,False,A,現にかなあ,現に か なあ,ニュートラル,False,False,,現 に かなあ
121,1,False,0,0,0,A,False,A,よっぽどかなあ,よっぽど か なあ,ニュートラル,False,False,,よっぽど かなあ
122,1,False,0,0,0,A,False,A,いともかなあ,いとも か なあ,ニュートラル,False,False,,い とも かなあ
123,1,False,0,0,0,A,False,A,いっそかなあ,いっそ か なあ,ニュートラル,False,False,,いっそ かなあ
124,1,False,0,0,0,A,False,A,その実かなあ,その実 か なあ,ニュートラル,False,False,,その 実 かなあ
125,1,False,0,0,0,A,False,A,余っ程かなあ,余っ程 か なあ,ニュートラル,False,False,,余 っ 程 かなあ
126,1,False,0,0,0,A,False,A,絶ばかりかなあ,絶ばかり か なあ,ニュートラル,False,False,,絶 ばかり かなあ
127,1,False,0,0,0,A,False,A,極かなあ,極 か なあ,ニュートラル,False,False,,極 かなあ
128,1,False,0,0,0,A,False,A,実際にかなあ,実際に か なあ,ニュートラル,False,False,,実際に かなあ
129,1,False,0,0,0,A,False,A,実にかなあ,実に か なあ,ニュートラル,False,False,,実に かなあ
130,1,False,0,0,0,A,False,A,誠かなあ,誠 か なあ,ニュートラル,False,False,,誠 かなあ
131,1,False,0,0,0,A,False,A,甚もかなあ,甚も か なあ,ニュートラル,False,False,,甚 も かなあ
132,1,False,0,0,0,A,False,A,ひじょうにかなあ,ひじょうに か なあ,ニュートラル,False,False,,ひ じょう に かなあ
133,1,False,0,0,0,A,False,A,とっとかなあ,とっと か なあ,ニュートラル,False,False,,と っと かなあ
134,1,False,0,0,0,A,False,A,思切かなあ,思切 か なあ,ニュートラル,False,False,,思 切 かなあ
135,1,False,0,0,0,A,False,A,誠にかなあ,誠に か なあ,ニュートラル,False,False,,誠に かなあ
136,1,False,0,0,0,A,False,A,たっぷりかなあ,たっぷり か なあ,ニュートラル,False,False,,たっぷり かなあ
137,1,False,0,0,0,A,False,A,大変かなあ,大変 か なあ,ニュートラル,False,False,,大変 かなあ
138,1,False,0,0,0,A,False,A,正しくかなあ,正しく か なあ,ニュートラル,False,False,,正しく かなあ
139,1,False,0,0,0,A,False,A,真にかなあ,真に か なあ,ニュートラル,False,False,,真 に かなあ
140,1,False,0,0,0,A,False,A,非常にかなあ,非常に か なあ,ニュートラル,False,False,,非常に かなあ
141,1,False,0,0,0,A,False,A,余程かなあ,余程 か なあ,ニュートラル,False,False,,余 程 かなあ
142,1,False,0,0,0,A,False,A,甚うかなあ,甚う か なあ,ニュートラル,False,False,,甚 う かなあ
143,1,False,0,0,0,A,False,A,如何にもかなあ,如何にも か なあ,ニュートラル,False,False,,如何 にも かなあ
144,1,False,0,0,0,A,False,A,実かなあ,実 か なあ,ニュートラル,False,False,,実 かなあ
145,1,False,0,0,0,A,False,A,寔にかなあ,寔に か なあ,ニュートラル,False,False,,寔 に かなあ
146,1,False,0,0,0,A,False,A,それはそれはかなあ,それはそれは か なあ,ニュートラル,False,False,,それは それは かなあ
147,1,False,0,0,0,A,False,A,神もってかなあ,神もって か なあ,ニュートラル,False,False,,神 も って かなあ
148,1,False,0,0,0,A,False,A,熟熟かなあ,熟熟 か なあ,ニュートラル,False,False,,熟 熟 かなあ
149,1,False,0,0,0,A,False,A,まことにかなあ,まことに か なあ,ニュートラル,False,False,,ま ことに かなあ
150,1,False,0,0,0,A,False,A,其実かなあ,其実 か なあ,ニュートラル,False,False,,其 実 かなあ
151,1,False,0,0,0,A,False,A,世にかなあ,世に か なあ,ニュートラル,False,False,,世 に かなあ
152,1,False,0,0,0,A,False,A,随分かなあ,随分 か なあ,ニュートラル,False,False,,随分 かなあ
153,1,False,0,0,0,A,False,A,真実かなあ,真実 か なあ,ニュートラル,False,False,,真実 かなあ
154,1,False,0,0,0,A,False,A,思切りかなあ,思切り か なあ,ニュートラル,False,False,,思 切り かなあ
155,1,False,0,0,0,A,False,A,いかにもかなあ,いかにも か なあ,ニュートラル,False,False,,いかに も かなあ
156,1,False,0,0,0,A,False,A,余りかなあ,余り か なあ,ニュートラル,False,False,,余り かなあ
157,1,False,0,0,0,A,False,A,きわめてかなあ,きわめて か なあ,ニュートラル,False,False,,き わ めて かなあ
158,1,False,0,0,0,A,False,A,宜かなあ,宜 か なあ,ニュートラル,False,False,,宜 かなあ
159,1,False,0,0,0,A,False,A,大してかなあ,大して か なあ,ニュートラル,False,False,,大して かなあ
160,1,False,0,0,0,A,False,A,じつにかなあ,じつに か なあ,ニュートラル,False,False,,じ つ に かなあ
161,1,False,0,0,0,A,False,A,世に世にかなあ,世に世に か なあ,ニュートラル,False,False,,世 に 世 に かなあ
162,1,False,0,0,0,A,False,A,実はかなあ,実は か なあ,ニュートラル,False,False,,実は かなあ
163,1,False,0,0,0,A,False,A,然ばかりかなあ,然ばかり か なあ,ニュートラル,False,False,,然 ばかり かなあ
164,1,False,0,0,0,A,False,A,甚かなあ,甚 か なあ,ニュートラル,False,False,,甚 かなあ
165,1,False,0,0,0,A,False,A,其れは其れはかなあ,其れは其れは か なあ,ニュートラル,False,False,,其 れ は 其 れ は かなあ
166,1,False,0,0,0,A,False,A,ずいぶんかなあ,ずいぶん か なあ,ニュートラル,False,False,,ずいぶん かなあ
167,1,False,0,0,0,A,False,A,最かなあ,最 か なあ,ニュートラル,False,False,,最 かなあ
168,1,False,0,0,0,A,False,A,とってもかなあ,とっても か なあ,ニュートラル,False,False,,とっても かなあ
169,1,False,0,0,0,A,False,A,実にやかなあ,実にや か なあ,ニュートラル,False,False,,実に や かなあ
170,1,False,0,0,0,A,False,A,然許かなあ,然許 か なあ,ニュートラル,False,False,,然 許 かなあ
171,1,False,0,0,0,A,False,A,大いにかなあ,大いに か なあ,ニュートラル,False,False,,大いに かなあ
172,1,False,0,0,0,A,False,A,至極かなあ,至極 か なあ,ニュートラル,False,False,,至 極 かなあ
173,1,False,0,0,0,A,False,A,真かなあ,真 か なあ,ニュートラル,False,False,,真 かなあ
174,1,False,0,0,0,A,False,A,とてもかなあ,とても か なあ,ニュートラル,False,False,,とても かなあ
175,1,False,0,0,0,A,False,A,はなはだかなあ,はなはだ か なあ,ニュートラル,False,False,,は な は だ かなあ
176,1,False,0,0,0,A,False,A,大層かなあ,大層 か なあ,ニュートラル,False,False,,大 層 かなあ
177,1,False,0,0,0,A,False,A,頗るかなあ,頗る か なあ,ニュートラル,False,False,,頗 る かなあ
178,1,False,0,0,0,A,False,A,極くかなあ,極く か なあ,ニュートラル,False,False,,極 く かなあ
179,1,False,0,0,0,A,False,A,神以ってかなあ,神以って か なあ,ニュートラル,False,False,,神 以 って かなあ
180,1,False,0,0,0,A,False,A,結構かなあ,結構 か なあ,ニュートラル,False,False,,結構 かなあ
181,1,False,0,0,0,A,False,A,実にもかなあ,実にも か なあ,ニュートラル,False,False,,実に も かなあ
182,1,False,0,0,0,A,False,A,本当にかなあ,本当に か なあ,ニュートラル,False,False,,本当に かなあ
183,1,False,0,0,0,A,False,A,本当かなあ,本当 か なあ,ニュートラル,False,False,,本当 かなあ
184,1,False,0,0,0,A,False,A,最もかなあ,最も か なあ,ニュートラル,False,False,,最も かなあ
185,1,False,0,0,0,A,False,A,さねかなあ,さね か なあ,ニュートラル,False,False,,さ ね かなあ
186,2,True,0,0,1,B,True,B,休みの日は何してるんだろう,休み の 日 は 何 して る んだろう,ニュートラル,False,False,,休みの日 は何 してる んだろう
187,2,False,0,0,1,B,True,B,祝い日の日は何してるんだろう,祝い日 の 日 は 何 して る んだろう,ニュートラル,False,False,,祝い 日 の日 は何 してる んだろう
188,2,False,0,0,1,B,True,B,田仮の日は何してるんだろう,田仮 の 日 は 何 して る んだろう,ニュートラル,False,False,,田 仮 の日 は何 してる んだろう
189,2,False,0,0,1,B,True,B,休み日の日は何してるんだろう,休み日 の 日 は 何 して る んだろう,ニュートラル,False,False,,休み 日 の日 は何 してる んだろう
190,2,False,0,0,1,B,True,B,幕間の日は何してるんだろう,幕間 の 日 は 何 して る んだろう,ニュートラル,False,False,,幕間 の日 は何 してる んだろう
191,2,False,0,0,1,B,True,B,お休みの日は何してるんだろう,お休み の 日 は 何 して る んだろう,ニュートラル,False,False,,お 休みの日 は何 してる んだろう
192,2,False,0,0,1,B,True,B,途切の日は何してるんだろう,途切 の 日 は 何 して る んだろう,ニュートラル,False,False,,途 切 の日 は何 してる んだろう
193,2,False,0,0,1,B,True,B,絶えまの日は何してるんだろう,絶えま の 日 は 何 して る んだろう,ニュートラル,False,False,,絶え ま の日 は何 してる んだろう
194,2,False,0,0,1,B,True,B,ひと休みの日は何してるんだろう,ひと休み の 日 は 何 して る んだろう,ニュートラル,False,False,,ひと 休みの日 は何 してる んだろう
195,2,False,0,0,1,B,True,B,休止の日は何してるんだろう,休止 の 日 は 何 して る んだろう,ニュートラル,False,False,,休止 の日 は何 してる んだろう
196,2,False,0,0,1,B,True,B,切れ間の日は何してるんだろう,切れ間 の 日 は 何 して る んだろう,ニュートラル,False,False,,切れ 間 の日 は何 してる んだろう
197,2,False,0,0,1,B,True,B,中絶の日は何してるんだろう,中絶 の 日 は 何 して る んだろう,ニュートラル,False,False,,中 絶 の日 は何 してる んだろう
198,2,False,0,0,1,B,True,B,御休みの日は何してるんだろう,御休み の 日 は 何 して る んだろう,ニュートラル,False,False,,御 休みの日 は何 してる んだろう
199,2,False,0,0,1,B,True,B,休暇の日は何してるんだろう,休暇 の 日 は 何 して る んだろう,ニュートラル,False,False,,休暇 の日 は何 してる んだろう
200,2,False,0,0,1,B,True,B,休養の日は何してるんだろう,休養 の 日 は 何 して る んだろう,ニュートラル,False,False,,休 養 の日 は何 してる んだろう
201,2,False,0,0,1,B,True,B,息抜きの日は何してるんだろう,息抜き の 日 は 何 して る んだろう,ニュートラル,False,False,,息抜き の日 は何 してる んだろう
202,2,False,0,0,1,B,True,B,休息の日は何してるんだろう,休息 の 日 は 何 して る んだろう,ニュートラル,False,False,,休 息 の日 は何 してる んだろう
203,2,False,0,0,1,B,True,B,憩の日は何してるんだろう,憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,憩 の日 は何 してる んだろう
204,2,False,0,0,1,B,True,B,リラクセーションの日は何してるんだろう,リラクセーション の 日 は 何 して る んだろう,ニュートラル,False,False,,リ ラク セー ション の日 は何 してる んだろう
205,2,False,0,0,1,B,True,B,休憩の日は何してるんだろう,休憩 の 日 は 何 して る んだろう,ニュートラル,False,False,,休憩 の日 は何 してる んだろう
206,2,False,0,0,1,B,True,B,リラックスの日は何してるんだろう,リラックス の 日 は 何 して る んだろう,ニュートラル,False,False,,リラックス の日 は何 してる んだろう
207,2,False,0,0,1,B,True,B,リラクゼーションの日は何してるんだろう,リラクゼーション の 日 は 何 して る んだろう,ニュートラル,False,False,,リ ラク ゼ ー ション の日 は何 してる んだろう
208,2,False,0,0,1,B,True,B,息休めの日は何してるんだろう,息休め の 日 は 何 して る んだろう,ニュートラル,False,False,,息 休め の日 は何 してる んだろう
209,2,False,0,0,1,B,True,B,くつろぎの日は何してるんだろう,くつろぎ の 日 は 何 して る んだろう,ニュートラル,False,False,,く つ ろ ぎ の日 は何 してる んだろう
210,2,False,0,0,1,B,True,B,憩いの日は何してるんだろう,憩い の 日 は 何 して る んだろう,ニュートラル,False,False,,憩 い の日 は何 してる んだろう
211,2,False,0,0,1,B,True,B,小休みの日は何してるんだろう,小休み の 日 は 何 して る んだろう,ニュートラル,False,False,,小 休みの日 は何 してる んだろう
212,2,False,0,0,1,B,True,B,骨休めの日は何してるんだろう,骨休め の 日 は 何 して る んだろう,ニュートラル,False,False,,骨 休め の日 は何 してる んだろう
213,2,False,0,0,1,B,True,B,ポーズの日は何してるんだろう,ポーズ の 日 は 何 して る んだろう,ニュートラル,False,False,,ポーズ の日 は何 してる んだろう
214,2,False,0,0,1,B,True,B,絶え間の日は何してるんだろう,絶え間 の 日 は 何 して る んだろう,ニュートラル,False,False,,絶え 間 の日 は何 してる んだろう
